txn_id	timestamp	user_id	amount	merchant_category	channel	is_fraud
1806	1/11/2023 9:13	285	17.52	Electronics	NetBanking	0
1807	1/11/2023 9:16	296	181.48	Fashion	Debit Card	0
1808	1/11/2023 9:39	243	20.67	Medical	UPI	0
1809	1/11/2023 9:47	190	16.4	Utility Bills	Debit Card	0
1810	1/11/2023 9:53	443	15.35	Grocery	Credit Card	0
1811	1/11/2023 9:53	368	17.89	Fuel	NetBanking	0
1812	1/11/2023 9:53	145	54.51	Electronics	NetBanking	0
1813	1/11/2023 9:55	460	16	Medical	UPI	0
1814	1/11/2023 9:59	96	35.14	Grocery	Credit Card	0
1815	1/11/2023 10:02	341	30.06	Utility Bills	NetBanking	0
1816	1/11/2023 10:07	445	40.11	Medical	Credit Card	0
1817	1/11/2023 10:11	314	15.71	Utility Bills	Debit Card	0
1818	1/11/2023 10:16	443	68.51	Fashion	Credit Card	0
1819	1/11/2023 10:20	402	37.66	Restaurants	UPI	0
1820	1/11/2023 10:29	126	113.54	Fuel	Credit Card	0
1821	1/11/2023 10:32	134	34.88	Fuel	Debit Card	0
1822	1/11/2023 10:34	238	77.88	Restaurants	Credit Card	0
1823	1/11/2023 10:38	229	87.72	Grocery	UPI	0
1824	1/11/2023 10:45	339	24.73	Restaurants	NetBanking	0
1825	1/11/2023 10:46	9	175.04	Fashion	UPI	0
1826	1/11/2023 10:49	184	42.85	Grocery	UPI	0
1827	1/11/2023 11:13	456	30.88	Utility Bills	UPI	0
1828	1/11/2023 11:21	357	23.39	Electronics	NetBanking	0
1829	1/11/2023 11:23	67	12.58	Electronics	NetBanking	0
1830	1/11/2023 11:26	329	10.74	Travel	UPI	0
1831	1/11/2023 11:28	147	17.04	Restaurants	UPI	0
1832	1/11/2023 11:29	117	44.75	Fuel	UPI	0
1833	1/11/2023 11:30	234	62.97	Electronics	Credit Card	0
1834	1/11/2023 11:33	483	20.34	Utility Bills	UPI	0
1835	1/11/2023 11:38	339	25.04	Utility Bills	Credit Card	0
1836	1/11/2023 11:42	195	40.19	Utility Bills	Debit Card	0
1837	1/11/2023 12:04	379	31.72	Restaurants	Debit Card	0
1838	1/11/2023 12:08	147	16.05	Restaurants	Debit Card	0
1839	1/11/2023 12:08	108	29.66	Travel	Debit Card	0
1840	1/11/2023 12:23	307	80.12	Grocery	UPI	0
1841	1/11/2023 12:23	183	12.22	Electronics	UPI	0
1842	1/11/2023 12:29	435	46.79	Fashion	Credit Card	0
1843	1/11/2023 12:36	292	10	Restaurants	Debit Card	0
1844	1/11/2023 12:42	231	84.28	Fuel	Credit Card	0
1845	1/11/2023 12:46	305	58.81	Fuel	UPI	0
1846	1/11/2023 12:48	78	39.94	Travel	UPI	0
1847	1/11/2023 12:48	358	40.06	Grocery	Credit Card	0
1848	1/11/2023 13:06	298	53.83	Travel	UPI	0
1849	1/11/2023 13:07	145	83.18	Fuel	NetBanking	0
1850	1/11/2023 13:23	107	28.21	Medical	UPI	0
1851	1/11/2023 13:41	119	14.02	Electronics	UPI	0
1852	1/11/2023 13:42	213	14.44	Grocery	Debit Card	0
1853	1/11/2023 13:43	247	45.12	Fashion	UPI	0
1854	1/11/2023 13:48	456	90.16	Utility Bills	UPI	0
1855	1/11/2023 13:49	362	78.95	Restaurants	NetBanking	0
1856	1/11/2023 13:58	231	62.2	Fuel	Credit Card	0
1857	1/11/2023 14:03	231	24.96	Utility Bills	Credit Card	0
1858	1/11/2023 14:11	187	33.15	Restaurants	Debit Card	0
1859	1/11/2023 14:11	402	194.62	Electronics	UPI	0
1860	1/11/2023 14:12	239	12.49	Electronics	Debit Card	0
1861	1/11/2023 14:12	119	46.81	Fuel	UPI	0
1862	1/11/2023 14:15	115	86	Fashion	UPI	0
1863	1/11/2023 14:18	68	159.62	Restaurants	NetBanking	0
1864	1/11/2023 14:22	491	39.48	Grocery	Credit Card	0
1865	1/11/2023 14:23	70	43.86	Grocery	UPI	0
1866	1/11/2023 14:26	37	96.46	Medical	Debit Card	0
1867	1/11/2023 14:26	147	42.21	Restaurants	Debit Card	0
1868	1/11/2023 14:29	220	47.35	Restaurants	UPI	0
1869	1/11/2023 14:34	54	32.56	Restaurants	NetBanking	0
1870	1/11/2023 14:40	298	15.93	Grocery	Credit Card	0
1871	1/11/2023 14:43	95	45.6	Medical	Debit Card	0
1872	1/11/2023 14:48	453	18.38	Electronics	Credit Card	0
1873	1/11/2023 14:58	284	25.69	Grocery	Credit Card	0
1874	1/11/2023 15:03	426	64.3	Fashion	Credit Card	0
1875	1/11/2023 15:07	428	29.3	Grocery	Credit Card	0
1876	1/11/2023 15:16	233	76.59	Medical	UPI	0
1877	1/11/2023 15:16	26	54.83	Fuel	UPI	0
1878	1/11/2023 15:17	85	19.08	Fashion	UPI	0
1879	1/11/2023 15:31	481	23.39	Grocery	NetBanking	0
1880	1/11/2023 15:36	72	30.43	Electronics	Credit Card	0
1881	1/11/2023 15:44	56	14.16	Utility Bills	Credit Card	0
1882	1/11/2023 15:49	408	31.87	Fuel	UPI	0
1883	1/11/2023 15:53	302	10.52	Fuel	NetBanking	0
1884	1/11/2023 15:57	262	41.4	Electronics	UPI	0
1885	1/11/2023 15:59	384	12.23	Restaurants	UPI	0
1886	1/11/2023 16:00	460	41.89	Restaurants	UPI	0
1887	1/11/2023 16:17	327	18.83	Medical	Credit Card	0
1888	1/11/2023 16:18	147	22.47	Fashion	UPI	0
1889	1/11/2023 16:21	154	27	Restaurants	Credit Card	0
1890	1/11/2023 16:21	17	17.48	Utility Bills	Debit Card	0
1891	1/11/2023 16:25	124	44.32	Electronics	UPI	0
1892	1/11/2023 16:29	305	37.35	Fashion	UPI	0
1893	1/11/2023 16:32	355	30.05	Electronics	UPI	0
1894	1/11/2023 16:34	30	68.37	Utility Bills	UPI	0
1895	1/11/2023 16:35	30	30.72	Utility Bills	Credit Card	0
1896	1/11/2023 16:39	314	40.68	Grocery	Credit Card	0
1897	1/11/2023 16:40	158	107.01	Medical	UPI	0
1898	1/11/2023 16:40	43	79.14	Electronics	UPI	0
1899	1/11/2023 16:44	208	13.77	Medical	UPI	0
1900	1/11/2023 16:45	424	31.06	Utility Bills	Credit Card	0
1901	1/11/2023 16:45	94	83.15	Fashion	Credit Card	0
1902	1/11/2023 16:47	383	29.57	Medical	UPI	0
1903	1/11/2023 16:52	467	22.29	Grocery	UPI	0
1904	1/11/2023 16:56	177	60.34	Utility Bills	Credit Card	0
1905	1/14/2023 12:18	212	22.18	Medical	Credit Card	0
1906	1/11/2023 17:01	302	66.53	Fuel	Credit Card	0
1907	1/11/2023 17:05	145	54.84	Restaurants	UPI	0
1908	1/11/2023 17:07	153	21.56	Electronics	NetBanking	0
1909	1/11/2023 17:08	240	43.96	Fashion	Debit Card	0
1910	1/11/2023 17:10	9	97.56	Travel	Credit Card	0
1911	1/11/2023 17:13	81	44.67	Grocery	UPI	0
1912	1/11/2023 17:16	491	27.97	Restaurants	UPI	0
1913	1/11/2023 17:19	209	20.21	Grocery	UPI	0
1914	1/11/2023 17:23	307	10	Utility Bills	UPI	0
1915	1/11/2023 17:24	177	264.02	Fashion	NetBanking	0
1916	1/11/2023 17:25	301	41.46	Medical	UPI	0
1917	1/11/2023 17:26	349	26.59	Fashion	UPI	0
1918	1/11/2023 17:26	100	57.97	Restaurants	UPI	0
1919	1/11/2023 17:30	337	12.13	Fashion	UPI	0
1920	1/11/2023 17:30	366	13.19	Fashion	NetBanking	0
1921	1/11/2023 17:31	60	12.36	Electronics	UPI	0
1922	1/11/2023 17:34	147	339.87	Fashion	UPI	0
1923	1/11/2023 17:40	461	21.58	Medical	UPI	0
1924	1/11/2023 17:42	65	35.36	Travel	UPI	0
1925	1/11/2023 17:43	71	55.32	Fashion	Credit Card	0
1926	1/11/2023 17:45	208	44.4	Medical	NetBanking	0
1927	1/11/2023 17:47	247	123.98	Electronics	Credit Card	0
1928	1/11/2023 17:51	403	10	Restaurants	Debit Card	0
1929	1/11/2023 17:53	119	28.79	Travel	Credit Card	0
1930	1/11/2023 17:55	296	20.18	Travel	UPI	0
1931	1/11/2023 17:58	285	13.57	Fashion	NetBanking	0
1932	1/11/2023 18:00	298	51.07	Fashion	NetBanking	0
1933	1/11/2023 18:05	226	77.9	Utility Bills	UPI	0
1934	1/11/2023 18:09	44	39.71	Medical	UPI	0
1935	1/11/2023 18:11	333	37.55	Grocery	Credit Card	0
1936	1/11/2023 18:13	285	22.41	Utility Bills	UPI	0
1937	1/11/2023 18:13	290	201.88	Travel	UPI	0
1938	1/11/2023 18:19	438	16.36	Fuel	UPI	0
1939	1/11/2023 18:23	116	10.33	Fuel	UPI	0
1940	1/11/2023 18:26	250	33.84	Grocery	Credit Card	0
1941	1/11/2023 18:28	15	26.43	Medical	Credit Card	0
1942	1/11/2023 18:31	349	73.04	Fashion	Debit Card	0
1943	1/11/2023 18:35	109	10.74	Utility Bills	UPI	0
1944	1/11/2023 18:38	459	55.55	Fuel	Credit Card	0
1945	1/11/2023 18:38	108	14.92	Grocery	UPI	1
1946	1/11/2023 18:41	302	29.83	Electronics	UPI	0
1947	1/11/2023 18:44	143	11.54	Restaurants	Debit Card	0
1948	1/11/2023 18:44	369	14.04	Utility Bills	Debit Card	0
1949	1/11/2023 18:46	218	13.22	Utility Bills	Debit Card	0
1950	1/11/2023 18:51	52	18.35	Utility Bills	Credit Card	0
1951	1/11/2023 18:54	9	98.89	Utility Bills	Credit Card	0
1952	1/11/2023 18:56	313	108.9	Fashion	Credit Card	0
1953	1/11/2023 19:19	17	10	Utility Bills	Debit Card	0
1954	1/11/2023 19:21	222	25.86	Travel	Credit Card	0
1955	1/11/2023 19:22	24	32.34	Medical	Debit Card	0
1956	1/11/2023 19:27	407	33.28	Grocery	UPI	0
1957	1/11/2023 19:31	296	34.48	Grocery	Debit Card	0
1958	1/11/2023 19:31	387	24.24	Fashion	Debit Card	0
1959	1/11/2023 19:34	387	20.19	Travel	Credit Card	0
1960	1/11/2023 19:34	446	19.11	Grocery	Debit Card	0
1961	1/11/2023 19:38	417	132.31	Utility Bills	Credit Card	0
1962	1/11/2023 19:40	349	10.8	Fashion	UPI	0
1963	1/11/2023 19:42	230	22.2	Electronics	Debit Card	0
1964	1/11/2023 19:48	185	12.95	Utility Bills	UPI	0
1965	1/11/2023 19:51	189	117.67	Fashion	UPI	0
1966	1/11/2023 19:55	138	103.02	Fashion	UPI	0
1967	1/11/2023 20:01	298	12.42	Fashion	NetBanking	0
1968	1/11/2023 20:04	460	49.52	Travel	Credit Card	0
1969	1/11/2023 20:09	208	17.47	Travel	Debit Card	0
1970	1/11/2023 20:09	114	81	Utility Bills	UPI	0
1971	1/11/2023 20:12	25	45.72	Grocery	UPI	0
1972	1/11/2023 20:18	147	75.07	Fuel	UPI	0
1973	1/11/2023 20:21	261	34.91	Fuel	NetBanking	0
1974	1/11/2023 20:22	56	41.28	Electronics	Credit Card	0
1975	1/11/2023 20:27	109	25.14	Medical	UPI	0
1976	1/11/2023 20:33	38	55.07	Utility Bills	UPI	0
1977	1/11/2023 20:34	10	45.01	Medical	UPI	0
1978	1/11/2023 20:38	435	79.77	Grocery	UPI	0
1979	1/11/2023 20:39	131	10.79	Grocery	UPI	0
1980	1/11/2023 20:41	324	30.11	Fuel	UPI	0
1981	1/11/2023 20:42	60	61.98	Utility Bills	Credit Card	0
1982	1/11/2023 20:49	40	35.31	Electronics	UPI	0
1983	1/11/2023 20:53	150	23.01	Fuel	Credit Card	0
1984	1/11/2023 20:56	79	96.14	Restaurants	Credit Card	0
1985	1/11/2023 20:59	15	32.38	Grocery	NetBanking	0
1986	1/11/2023 21:05	338	12.33	Travel	UPI	0
1987	2/1/2023 14:49	120	180.41	Grocery	UPI	0
1988	1/11/2023 21:09	276	10	Grocery	Credit Card	0
1989	1/11/2023 21:20	126	35.84	Electronics	UPI	0
1990	1/11/2023 21:25	327	56.34	Electronics	UPI	0
1991	2/5/2023 20:37	381	27.72	Restaurants	Debit Card	0
1992	1/11/2023 21:31	48	141.19	Medical	Credit Card	0
1993	1/11/2023 21:32	302	134.66	Medical	UPI	0
1994	1/11/2023 21:33	403	38.89	Travel	UPI	0
1995	1/11/2023 21:34	277	19.11	Fuel	Debit Card	0
1996	1/11/2023 21:34	145	45.22	Utility Bills	UPI	0
1997	1/11/2023 21:38	369	47.08	Medical	NetBanking	0
1998	1/11/2023 21:45	208	16.21	Electronics	Debit Card	0
1999	1/11/2023 21:46	116	133.35	Restaurants	UPI	0
2000	1/11/2023 21:48	208	57.56	Electronics	UPI	0
2001	1/11/2023 21:51	207	127.34	Utility Bills	UPI	0
2002	1/11/2023 21:54	165	11.35	Grocery	UPI	0
2003	1/11/2023 21:54	147	57.56	Grocery	UPI	0
2004	1/12/2023 9:02	359	23.38	Fuel	NetBanking	0
2005	1/12/2023 9:06	427	132.94	Restaurants	Credit Card	0
2006	1/12/2023 9:20	145	27.48	Restaurants	NetBanking	0
2007	1/12/2023 9:20	402	46.23	Medical	NetBanking	0
2008	1/12/2023 9:24	491	234.38	Fashion	Debit Card	0
2009	1/12/2023 9:25	133	12.12	Travel	UPI	0
2010	1/12/2023 9:29	445	32.96	Grocery	Credit Card	0
2011	1/12/2023 9:43	295	14.84	Restaurants	Credit Card	0
2012	1/12/2023 9:44	278	49.86	Travel	Debit Card	1
2013	1/12/2023 10:02	301	28.89	Restaurants	UPI	0
2014	1/12/2023 10:09	70	33.33	Grocery	UPI	0
2015	1/12/2023 10:14	138	10	Fuel	UPI	0
2016	1/12/2023 10:15	15	10	Restaurants	Credit Card	0
2017	1/12/2023 10:21	369	100.78	Grocery	UPI	0
2018	1/12/2023 10:21	82	33.27	Fashion	UPI	0
2019	1/12/2023 10:24	427	137.87	Fuel	UPI	0
2020	1/12/2023 10:29	66	64.91	Fashion	UPI	0
2021	1/12/2023 10:29	158	127.19	Fashion	Debit Card	0
2022	1/12/2023 10:37	456	14.04	Medical	UPI	0
2023	1/12/2023 10:56	276	40	Utility Bills	Debit Card	0
2024	1/12/2023 11:08	178	23.04	Grocery	Debit Card	0
2025	1/12/2023 11:09	203	17.74	Electronics	Credit Card	0
2026	1/12/2023 11:14	11	68.61	Fuel	UPI	0
2027	1/12/2023 11:19	208	24.43	Medical	UPI	0
2028	1/12/2023 11:25	119	43.67	Grocery	UPI	0
2029	1/12/2023 11:26	150	13.29	Restaurants	UPI	0
2030	1/12/2023 11:30	147	19.56	Restaurants	UPI	0
2031	1/12/2023 11:32	99	87.19	Grocery	Debit Card	0
2032	1/12/2023 11:39	305	31.41	Electronics	NetBanking	0
2033	1/12/2023 11:44	274	63.79	Fashion	Credit Card	0
2034	1/12/2023 11:49	208	87.55	Electronics	Credit Card	0
2035	1/12/2023 11:59	240	54.57	Utility Bills	Debit Card	0
2036	1/12/2023 12:05	178	97.92	Utility Bills	Credit Card	0
2037	1/12/2023 12:06	217	29.61	Electronics	Debit Card	0
2038	1/12/2023 12:33	145	40.26	Utility Bills	Credit Card	0
2039	1/12/2023 12:53	404	83.89	Fashion	Debit Card	0
2040	1/12/2023 12:59	420	271.98	Grocery	UPI	0
2041	1/12/2023 13:00	215	26.15	Grocery	UPI	0
2042	1/12/2023 13:08	144	109.96	Electronics	UPI	0
2043	1/12/2023 13:14	190	23.75	Utility Bills	UPI	0
2044	1/12/2023 13:16	251	32.04	Electronics	UPI	0
2045	1/12/2023 13:22	51	71.19	Electronics	UPI	0
2046	1/12/2023 13:25	81	43.38	Fuel	UPI	1
2047	1/12/2023 13:25	99	51.56	Grocery	Credit Card	0
2048	1/12/2023 13:27	231	33.4	Fuel	UPI	0
2049	1/12/2023 13:55	105	47.39	Utility Bills	Debit Card	0
2050	1/12/2023 14:05	15	20.18	Electronics	NetBanking	0
2051	1/12/2023 14:10	189	17.36	Fuel	UPI	0
2052	1/12/2023 14:13	430	126.63	Grocery	NetBanking	0
2053	1/12/2023 14:16	147	61.68	Utility Bills	Debit Card	0
2054	1/12/2023 14:25	281	17.83	Utility Bills	UPI	0
2055	1/12/2023 14:30	247	99.1	Grocery	Credit Card	0
2056	1/12/2023 14:50	298	21.32	Grocery	UPI	0
2057	1/12/2023 14:56	226	34.07	Travel	UPI	0
2058	1/12/2023 14:57	170	60.85	Fashion	Debit Card	0
2059	1/12/2023 15:06	220	31.36	Fashion	UPI	0
2060	1/12/2023 15:19	402	57.04	Travel	UPI	0
2061	1/12/2023 15:22	181	12.2	Restaurants	UPI	0
2062	1/12/2023 15:26	440	29.74	Fuel	Credit Card	0
2063	1/12/2023 15:27	491	18.67	Restaurants	Credit Card	0
2064	1/12/2023 15:34	365	38.53	Electronics	Credit Card	0
2065	1/12/2023 15:36	276	30.37	Electronics	Credit Card	0
2066	1/12/2023 15:40	467	16.69	Fashion	NetBanking	0
2067	1/12/2023 15:45	343	45.82	Electronics	NetBanking	0
2068	1/12/2023 15:46	262	45.35	Medical	UPI	0
2069	1/12/2023 15:52	263	22.83	Electronics	NetBanking	0
2070	1/12/2023 15:53	166	30.83	Medical	Debit Card	0
2071	1/12/2023 15:54	295	87.82	Medical	Debit Card	0
2072	1/12/2023 15:56	212	44.23	Fuel	Credit Card	0
2073	1/12/2023 15:58	183	23.99	Grocery	UPI	0
2074	1/12/2023 16:01	458	46.45	Restaurants	UPI	0
2075	1/12/2023 16:15	187	198.84	Fuel	UPI	0
2076	1/12/2023 16:15	119	890.39	Utility Bills	Credit Card	0
2077	1/12/2023 16:15	342	28.38	Utility Bills	UPI	0
2078	1/12/2023 16:17	44	12.93	Medical	UPI	0
2079	1/12/2023 16:21	362	68.02	Grocery	UPI	0
2080	1/12/2023 16:22	333	41.07	Utility Bills	UPI	0
2081	1/12/2023 16:36	72	59.35	Fuel	Credit Card	0
2082	1/12/2023 16:38	423	45.91	Restaurants	Credit Card	0
2083	1/12/2023 16:41	101	151.59	Travel	UPI	0
2084	1/12/2023 16:45	208	11.36	Fashion	UPI	0
2085	1/12/2023 16:52	132	70.96	Utility Bills	Credit Card	0
2086	1/12/2023 16:55	454	16.43	Utility Bills	NetBanking	0
2087	1/12/2023 17:02	437	23.38	Electronics	NetBanking	0
2088	1/12/2023 17:12	378	13.47	Fashion	Debit Card	0
2089	1/12/2023 17:15	29	166.03	Restaurants	UPI	0
2090	1/12/2023 17:17	139	95.32	Fashion	Credit Card	0
2091	1/12/2023 17:18	77	38.24	Electronics	Credit Card	0
2092	1/12/2023 17:22	161	27.66	Fuel	Debit Card	0
2093	1/12/2023 17:27	85	55.05	Grocery	Debit Card	0
2094	1/12/2023 17:31	145	38.23	Utility Bills	Credit Card	0
2095	1/12/2023 17:49	119	61.37	Travel	UPI	0
2096	1/12/2023 17:55	158	126.84	Restaurants	UPI	0
2097	1/12/2023 18:13	7	50.73	Fashion	Debit Card	0
2098	1/12/2023 18:16	161	11.1	Fashion	UPI	0
2099	1/12/2023 18:26	187	31.21	Electronics	UPI	0
2100	1/12/2023 18:26	78	13.3	Travel	UPI	0
2101	1/12/2023 18:29	88	15.1	Fuel	UPI	0
2102	1/12/2023 18:35	379	12.33	Grocery	NetBanking	0
2103	1/12/2023 18:38	341	23.97	Medical	Credit Card	0
2104	1/12/2023 18:38	365	65.09	Fuel	Debit Card	0
2105	1/12/2023 18:44	187	32.61	Fashion	UPI	0
2106	1/12/2023 18:46	165	34.35	Restaurants	Debit Card	0
2107	1/12/2023 18:57	7	14.94	Grocery	Credit Card	0
2108	1/12/2023 19:07	22	85.83	Restaurants	Credit Card	0
2109	1/12/2023 19:08	269	69.86	Grocery	NetBanking	0
2110	1/12/2023 19:09	34	51.66	Fuel	Debit Card	0
2111	1/12/2023 19:14	369	59.94	Electronics	Credit Card	0
2112	1/12/2023 19:15	55	65.21	Utility Bills	NetBanking	0
2113	1/12/2023 19:16	437	17.36	Fashion	Debit Card	0
2114	1/12/2023 19:16	148	18.71	Utility Bills	UPI	0
2115	1/10/2023 14:30	110	14.29	Medical	Credit Card	0
2116	1/12/2023 19:20	36	15.13	Restaurants	Credit Card	0
2117	1/12/2023 19:23	183	48.91	Restaurants	NetBanking	0
2118	1/12/2023 19:23	275	25.6	Medical	NetBanking	0
2119	1/12/2023 19:24	417	155.39	Restaurants	NetBanking	0
2120	1/12/2023 19:25	37	53.31	Fuel	NetBanking	0
2121	1/14/2023 12:09	212	55.5	Utility Bills	Debit Card	0
2122	1/12/2023 19:26	249	156.61	Restaurants	NetBanking	0
2123	1/12/2023 19:30	70	14.82	Utility Bills	UPI	0
2124	1/12/2023 19:32	229	55.06	Fuel	Debit Card	0
2125	1/12/2023 19:33	258	30.86	Travel	Credit Card	0
2126	1/12/2023 19:37	231	34.53	Fuel	Credit Card	0
2127	1/12/2023 19:38	299	62.44	Medical	UPI	0
2128	1/12/2023 19:41	13	80.15	Electronics	UPI	0
2129	1/12/2023 19:45	302	51	Restaurants	Credit Card	0
2130	1/12/2023 20:05	243	129.32	Grocery	UPI	0
2131	1/12/2023 20:05	417	18.81	Grocery	UPI	0
2132	1/12/2023 20:07	302	10.89	Utility Bills	UPI	0
2133	1/12/2023 20:13	15	29.55	Fuel	Debit Card	0
2134	1/12/2023 20:14	26	74	Restaurants	Credit Card	0
2135	1/12/2023 20:34	276	35.5	Medical	UPI	0
2136	1/12/2023 20:35	166	84.82	Fuel	NetBanking	0
2137	1/12/2023 20:36	235	20.28	Fuel	NetBanking	0
2138	1/12/2023 20:41	166	30.96	Travel	UPI	0
2139	1/12/2023 20:46	72	42.41	Medical	Debit Card	0
2140	1/12/2023 20:49	65	10.83	Fuel	Credit Card	0
2141	1/12/2023 20:54	373	61.06	Grocery	UPI	0
2142	1/12/2023 20:55	72	76.54	Travel	UPI	0
2143	1/12/2023 21:01	215	11.22	Restaurants	NetBanking	0
2144	1/12/2023 21:09	373	12.44	Restaurants	NetBanking	0
2145	1/12/2023 21:14	477	134.04	Travel	NetBanking	0
2146	1/12/2023 21:14	154	12.43	Medical	NetBanking	0
2147	1/12/2023 21:19	7	43.52	Medical	NetBanking	0
2148	1/12/2023 21:20	86	32.65	Utility Bills	Credit Card	0
2149	1/12/2023 21:23	172	70.34	Fashion	Credit Card	0
2150	1/12/2023 21:24	299	19.18	Restaurants	UPI	0
2151	1/12/2023 21:32	250	29.96	Utility Bills	UPI	0
2152	1/12/2023 21:34	187	60.04	Grocery	UPI	0
2153	1/12/2023 21:36	428	29.16	Travel	Debit Card	0
2154	1/12/2023 21:40	153	14.63	Grocery	UPI	0
2155	1/12/2023 21:44	183	11.06	Restaurants	NetBanking	0
2156	1/12/2023 21:50	39	92.69	Fuel	Credit Card	0
2157	2/26/2023 9:29	247	18.31	Grocery	Credit Card	0
2158	1/12/2023 21:54	483	71.85	Medical	Debit Card	0
2159	1/12/2023 21:59	292	33.87	Grocery	UPI	0
2160	1/13/2023 9:06	450	22.24	Fashion	Credit Card	0
2161	1/13/2023 9:20	215	14.33	Electronics	UPI	0
2162	2/8/2023 9:34	95	26.59	Grocery	UPI	0
2163	1/13/2023 9:48	275	28.63	Travel	UPI	0
2164	1/13/2023 10:02	147	247.54	Medical	UPI	0
2165	1/13/2023 10:15	374	40.72	Fuel	UPI	0
2166	1/13/2023 10:54	84	59.87	Grocery	UPI	0
2167	1/13/2023 10:57	7	46.37	Fuel	UPI	0
2168	1/13/2023 11:19	88	39.25	Fuel	Credit Card	0
2169	1/13/2023 11:26	298	41.59	Utility Bills	UPI	0
2170	1/13/2023 11:32	233	146.97	Utility Bills	Credit Card	0
2171	1/13/2023 11:36	494	48.04	Travel	UPI	0
2172	1/13/2023 11:56	148	41.73	Electronics	Credit Card	0
2173	1/13/2023 11:59	293	187.54	Utility Bills	UPI	0
2174	1/13/2023 12:24	46	63.61	Electronics	UPI	0
2175	1/13/2023 12:25	491	27.21	Restaurants	Debit Card	0
2176	1/13/2023 12:29	126	46.15	Medical	Debit Card	0
2177	1/13/2023 12:53	189	23.12	Travel	Credit Card	0
2178	1/13/2023 12:53	51	16.78	Fashion	Debit Card	0
2179	1/13/2023 12:56	111	89.02	Travel	Debit Card	0
2180	1/13/2023 12:59	437	23.38	Fashion	NetBanking	0
2181	1/13/2023 13:05	491	12.69	Fashion	Debit Card	0
2182	1/13/2023 13:11	483	27.13	Fashion	UPI	0
2183	1/13/2023 13:14	7	24.09	Electronics	UPI	0
2184	1/13/2023 13:21	407	13.17	Grocery	UPI	0
2185	1/13/2023 13:24	314	15.24	Fashion	Debit Card	0
2186	1/13/2023 13:31	111	46.73	Grocery	Debit Card	0
2187	1/13/2023 13:37	412	32.54	Grocery	UPI	0
2188	1/13/2023 13:43	332	112.12	Electronics	UPI	0
2189	1/13/2023 13:45	315	57.3	Electronics	UPI	0
2190	1/13/2023 13:45	100	93.55	Grocery	UPI	0
2191	1/13/2023 13:51	420	87.83	Restaurants	UPI	0
2192	1/13/2023 13:53	77	17.89	Grocery	UPI	0
2193	1/13/2023 14:00	119	20.04	Electronics	UPI	0
2194	1/13/2023 14:02	36	38.74	Medical	NetBanking	0
2195	1/13/2023 14:04	424	51.84	Fuel	UPI	0
2196	1/13/2023 14:06	365	35.62	Medical	UPI	0
2197	1/13/2023 14:17	401	54.34	Electronics	Debit Card	0
2198	1/13/2023 14:27	59	71.46	Grocery	UPI	0
2199	1/13/2023 14:37	127	113.54	Electronics	Credit Card	0
2200	1/13/2023 14:37	341	50.04	Utility Bills	UPI	0
2201	1/13/2023 15:12	150	49.58	Restaurants	UPI	0
2202	1/13/2023 15:13	51	19.93	Restaurants	Credit Card	0
2203	1/13/2023 15:19	207	10	Restaurants	UPI	0
2204	1/13/2023 15:36	151	84.73	Fashion	NetBanking	0
2205	1/13/2023 15:40	126	12.35	Fuel	Credit Card	0
2206	1/13/2023 15:43	133	14.67	Restaurants	Credit Card	0
2207	1/13/2023 15:45	372	30.44	Grocery	Credit Card	0
2208	1/13/2023 16:01	28	66.36	Fuel	Credit Card	0
2209	1/13/2023 16:04	147	31.88	Fuel	UPI	0
2210	1/13/2023 16:05	85	35.94	Restaurants	Debit Card	0
2211	1/13/2023 16:06	262	70.75	Fashion	Debit Card	0
2212	1/13/2023 16:14	492	110.04	Fashion	NetBanking	0
2213	1/13/2023 16:14	262	18.4	Fuel	Debit Card	0
2214	1/13/2023 16:16	76	12.36	Electronics	UPI	0
2215	1/13/2023 16:20	438	30.59	Medical	UPI	0
2216	1/13/2023 16:22	158	42.45	Fashion	UPI	0
2217	1/13/2023 16:23	433	49.46	Fashion	NetBanking	0
2218	1/13/2023 16:31	231	63.13	Fashion	UPI	0
2219	1/13/2023 16:31	494	11.58	Fuel	NetBanking	0
2220	1/13/2023 16:32	253	38.52	Grocery	UPI	0
2221	1/13/2023 16:33	276	49.08	Utility Bills	Credit Card	0
2222	1/13/2023 16:45	145	12.64	Restaurants	Credit Card	0
2223	1/13/2023 16:49	100	48.3	Grocery	Debit Card	0
2224	1/13/2023 16:55	444	59.77	Travel	Credit Card	0
2225	2/28/2023 18:31	83	22.04	Restaurants	Debit Card	0
2226	1/13/2023 17:04	165	18.38	Electronics	Credit Card	0
2227	1/13/2023 17:04	108	213.42	Fashion	UPI	0
2228	1/13/2023 17:06	404	54.36	Electronics	Debit Card	0
2229	1/13/2023 17:07	78	102.76	Travel	UPI	0
2230	1/13/2023 17:10	130	15.75	Grocery	UPI	0
2231	1/13/2023 17:11	240	68.99	Utility Bills	Credit Card	0
2232	1/13/2023 17:14	156	226.59	Travel	Debit Card	0
2233	1/13/2023 17:18	145	57.78	Fashion	UPI	0
2234	1/13/2023 17:18	387	51.74	Fashion	UPI	0
2235	1/13/2023 17:24	241	13.71	Fuel	UPI	1
2236	1/13/2023 17:42	46	10.58	Grocery	UPI	0
2237	1/13/2023 17:46	228	53.43	Fashion	Credit Card	0
2238	1/13/2023 17:50	72	73.71	Fuel	Debit Card	0
